"X","Y","R","G","B"
"35","93","126","104","228"
"36","93","189","189","79"
"37","93","205","216","150"
"38","93","203","225","192"
"39","93","222","10","255"
"40","93","216","26","238"
"41","93","170","247","170"
"42","93","46","178","46"
"43","93","186","106","252"
"44","93","16","236","214"
"45","93","76","117","194"
"46","93","235","108","61"
"47","93","134","40","37"
"48","93","142","103","23"
"49","93","147","108","28"
"50","93","145","139","48"
"51","93","120","114","23"
"52","93","202","152","28"
"53","93","87","238","70"
"54","93","120","172","216"
"55","93","186","128","150"
"56","93","104","236","214"
"57","93","21","87","65"
"58","93","158","224","202"
"59","93","156","200","189"
"60","93","21","65","54"
"61","93","4","48","37"
"62","93","2","24","225"
"63","93","211","233","178"
"64","93","194","227","150"
"65","93","181","214","137"
"66","93","189","222","101"
"67","93","205","249","95"
"68","93","192","236","49"
"69","93","145","200","214"
"70","93","139","216","131"
"71","93","148","225","107"
"72","93","112","200","5"
"73","93","106","205","222"
"74","93","126","236","198"
"75","93","123","233","162"
"76","93","117","238","134"
"77","93","148","13","143"
"78","93","134","255","118"
"79","93","128","249","112"
"80","93","115","13","132"
"81","93","101","255","118"
"82","93","95","249","112"
"83","93","115","13","132"
"84","93","101","255","118"
"85","93","95","249","112"
"86","93","115","13","132"
"87","93","101","255","118"
"88","93","95","249","112"
"89","93","115","13","132"
"90","93","101","255","118"
"91","93","95","249","112"
"92","93","115","13","132"
"93","93","101","255","118"
"94","93","95","249","112"
"95","93","115","13","132"
"96","93","101","255","118"
"97","93","95","249","112"
"98","93","115","13","132"
"99","93","101","255","118"
"0","94","95","249","112"
"1","94","115","13","132"
"2","94","101","255","118"
"3","94","95","249","112"
"4","94","115","13","132"
"5","94","101","255","118"
"6","94","95","249","112"
"7","94","115","13","132"
"8","94","101","255","118"
"9","94","95","249","112"
"10","94","115","13","132"
"11","94","101","255","118"
"12","94","95","249","112"
"13","94","115","13","132"
"14","94","101","255","118"
"15","94","95","249","112"
"16","94","115","2","154"
"17","94","101","244","140"
"18","94","95","249","112"
"19","94","115","13","132"
"20","94","101","255","118"
"21","94","95","249","112"
"22","94","115","13","132"
"23","94","101","244","140"
"24","94","95","238","167"
"25","94","115","247","231"
"26","94","90","211","5"
"27","94","51","161","43"
"28","94","38","137","96"
"29","94","2","90","115"
"30","94","252","73","153"
"31","94","27","93","217"
"32","94","236","57","236"
"33","94","51","106","62"
"34","94","93","115","60"
"35","94","90","101","35"
"36","94","84","106","51"
"37","94","93","148","104"
"38","94","79","145","123"
"39","94","139","205","161"
"40","94","225","24","214"
"41","94","21","32","200"
"42","94","81","103","216"
"43","94","46","68","203"
"44","94","101","167","123"
"45","94","84","238","249"
"46","94","57","54","120"
"47","94","241","59","169"
"48","94","158","75","130"
"49","94","156","117","183"
"50","94","186","158","1"
"51","94","213","185","50"
"52","94","112","40","128"
"53","94","101","208","29"
"54","94","40","48","70"
"55","94","247","123","123"
"56","94","208","18","252"
"57","94","224","246","213"
"58","94","145","167","156"
"59","94","32","43","65"
"60","94","227","15","26"
"61","94","214","236","225"
"62","94","189","200","145"
"63","94","183","194","128"
"64","94","203","225","170"
"65","94","134","156","101"
"66","94","139","161","106"
"67","94","203","225","170"
"68","94","167","200","123"
"69","94","139","172","73"
"70","94","170","214","27"
"71","94","167","222","225"
"72","94","139","216","109"
"73","94","148","236","41"
"74","94","123","222","217"
"75","94","106","216","145"
"76","94","126","247","143"
"77","94","123","244","118"
"78","94","128","249","123"
"79","94","159","24","154"
"80","94","101","255","118"
"81","94","95","249","112"
"82","94","115","13","132"
"83","94","101","255","118"
"84","94","95","249","112"
"85","94","115","13","132"
"86","94","101","255","118"
"87","94","95","249","112"
"88","94","115","13","132"
"89","94","101","255","118"
"90","94","95","249","112"
"91","94","115","13","132"
"92","94","101","255","118"
"93","94","95","249","112"
"94","94","115","13","132"
"95","94","101","255","118"
"96","94","95","249","112"
"97","94","115","13","132"
"98","94","101","255","118"
"99","94","95","249","112"
"0","95","115","13","132"
"1","95","101","255","118"
"2","95","95","249","112"
"3","95","115","13","132"
"4","95","101","255","118"
"5","95","95","249","112"
"6","95","115","13","132"
"7","95","101","255","118"
"8","95","95","249","112"
"9","95","115","13","132"
"10","95","101","255","118"
"11","95","95","249","112"
"12","95","115","13","132"
"13","95","101","255","118"
"14","95","95","249","112"
"15","95","115","13","132"
"16","95","101","244","140"
"17","95","95","249","112"
"18","95","115","13","132"
"19","95","101","255","118"
"20","95","95","249","112"
"21","95","115","13","132"
"22","95","101","244","162"
"23","95","95","227","211"
"24","95","104","225","8"
"25","95","101","211","60"
"26","95","73","183","65"
"27","95","60","159","118"
"28","95","2","90","115"
"29","95","241","51","153"
"30","95","27","93","239"
"31","95","46","101","35"
"32","95","29","95","73"
"33","95","38","104","82"
"34","95","46","101","57"
"35","95","62","84","51"
"36","95","60","104","93"
"37","95","79","123","112"
"38","95","95","161","139"
"39","95","115","170","126"
"40","95","145","178","101"
"41","95","238","238","150"
"42","95","57","24","181"
"43","95","153","120","43"
"44","95","89","100","45"
"45","95","142","208","186"
"46","95","197","95","95"
"47","95","37","12","23"
"48","95","21","73","84"
"49","95","40","125","147"
"50","95","23","152","196"
"51","95","68","197","241"
"52","95","167","18","73"
"53","95","246","9","53"
"54","95","73","249","249"
"55","95","238","81","70"
"56","95","202","224","191"
"57","95","134","134","112"
"58","95","21","21","21"
"59","95","238","249","15"
"60","95","203","247","236"
"61","95","167","189","178"
"62","95","227","238","183"
"63","95","214","225","170"
"64","95","189","211","156"
"65","95","161","183","150"
"66","95","192","214","203"
"67","95","167","189","178"
"68","95","139","161","128"
"69","95","170","192","137"
"70","95","200","233","134"
"71","95","183","227","62"
"72","95","24","79","82"
"73","95","233","54","225"
"74","95","183","15","98"
"75","95","159","2","41"
"76","95","112","211","228"
"77","95","106","216","178"
"78","95","137","2","154"
"79","95","123","244","118"
"80","95","95","249","112"
"81","95","115","13","132"
"82","95","101","255","118"
"83","95","95","249","112"
"84","95","115","13","132"
"85","95","101","255","118"
"86","95","95","249","112"
"87","95","115","13","132"
"88","95","101","255","118"
"89","95","95","249","112"
"90","95","115","13","132"
"91","95","101","255","118"
"92","95","95","249","112"
"93","95","115","13","132"
"94","95","101","255","118"
"95","95","95","249","112"
"96","95","115","13","132"
"97","95","101","255","118"
"98","95","95","249","112"
"99","95","115","13","132"
"0","96","101","255","118"
"1","96","95","249","112"
"2","96","115","13","132"
"3","96","101","255","118"
"4","96","95","249","112"
"5","96","115","13","132"
"6","96","101","255","118"
"7","96","95","249","112"
"8","96","115","13","132"
"9","96","101","255","118"
"10","96","95","249","112"
"11","96","115","13","132"
"12","96","101","255","118"
"13","96","95","249","112"
"14","96","115","13","132"
"15","96","101","255","118"
"16","96","117","4","156"
"17","96","115","13","132"
"18","96","90","244","118"
"19","96","84","238","112"
"20","96","115","2","154"
"21","96","112","244","206"
"22","96","95","216","10"
"23","96","93","203","85"
"24","96","35","101","71"
"25","96","241","40","54"
"26","96","104","159","195"
"27","96","156","200","13"
"28","96","252","40","142"
"29","96","49","82","239"
"30","96","57","90","13"
"31","96","51","73","40"
"32","96","38","93","49"
"33","96","35","90","46"
"34","96","62","84","51"
"35","96","93","115","82"
"36","96","101","123","90"
"37","96","106","128","95"
"38","96","115","170","126"
"39","96","123","145","112"
"40","96","128","150","95"
"41","96","137","148","93"
"42","96","211","222","167"
"43","96","249","249","227"
"44","96","112","134","101"
"45","96","98","142","131"
"46","96","122","221","210"
"47","96","43","153","142"
"48","96","18","183","150"
"49","96","169","78","45"
"50","96","24","200","189"
"51","96","54","230","219"
"52","96","224","144","133"
"53","96","244","120","98"
"54","96","7","106","73"
"55","96","169","235","213"
"56","96","2","57","13"
"57","96","255","21","244"
"58","96","227","249","216"
"59","96","214","2","247"
"60","96","189","244","200"
"61","96","183","238","194"
"62","96","225","247","214"
"63","96","211","233","200"
"64","96","161","216","172"
"65","96","203","2","214"
"66","96","167","211","200"
"67","96","150","205","161"
"68","96","192","247","181"
"69","96","178","233","167"
"70","96","150","205","139"
"71","96","181","236","159"
"72","96","10","76","200"
"73","96","37","114","194"
"74","96","57","145","170"
"75","96","222","54","57"
"76","96","106","194","186"
"77","96","104","214","85"
"78","96","112","255","184"
"79","96","84","238","112"
"80","96","115","13","132"
"81","96","101","255","118"
"82","96","95","249","112"
"83","96","115","13","132"
"84","96","101","255","118"
"85","96","95","249","112"
"86","96","115","13","132"
"87","96","101","255","118"
"88","96","95","249","112"
"89","96","115","13","132"
"90","96","101","255","118"
"91","96","95","249","112"
"92","96","115","13","132"
"93","96","101","255","118"
"94","96","95","249","112"
"95","96","115","13","132"
"96","96","101","255","118"
"97","96","95","249","112"
"98","96","115","13","132"
"99","96","101","255","118"
"0","97","95","249","112"
"1","97","115","13","132"
"2","97","101","255","118"
"3","97","95","249","112"
"4","97","115","13","132"
"5","97","101","255","118"
"6","97","95","249","112"
"7","97","115","13","132"
"8","97","101","255","118"
"9","97","95","249","112"
"10","97","115","13","132"
"11","97","101","255","118"
"12","97","95","249","112"
"13","97","115","13","132"
"14","97","101","255","118"
"15","97","95","249","112"
"16","97","126","13","165"
"17","97","101","255","118"
"18","97","95","249","112"
"19","97","115","13","132"
"20","97","112","255","173"
"21","97","95","227","233"
"22","97","82","192","63"
"23","97","46","134","126"
"24","97","40","84","175"
"25","97","27","60","195"
"26","97","101","134","13"
"27","97","172","205","84"
"28","97","49","82","239"
"29","97","68","101","24"
"30","97","73","95","40"
"31","97","82","104","71"
"32","97","79","101","68"
"33","97","73","95","62"
"34","97","104","126","93"
"35","97","90","112","79"
"36","97","95","117","84"
"37","97","126","148","115"
"38","97","123","145","112"
"39","97","117","139","106"
"40","97","159","181","148"
"41","97","134","156","123"
"42","97","139","161","150"
"43","97","148","170","159"
"44","97","145","189","178"
"45","97","183","227","216"
"46","97","145","189","178"
"47","97","189","233","222"
"48","97","172","238","194"
"49","97","170","236","192"
"50","97","90","156","112"
"51","97","106","172","128"
"52","97","214","24","236"
"53","97","178","244","200"
"54","97","37","92","48"
"55","97","247","46","2"
"56","97","211","10","222"
"57","97","194","249","205"
"58","97","214","13","225"
"59","97","189","244","200"
"60","97","183","238","194"
"61","97","203","2","214"
"62","97","189","244","200"
"63","97","183","238","194"
"64","97","192","247","203"
"65","97","200","244","233"
"66","97","172","216","205"
"67","97","181","225","214"
"68","97","189","244","178"
"69","97","183","238","172"
"70","97","192","236","225"
"71","97","189","233","222"
"72","97","103","158","92"
"73","97","236","35","214"
"74","97","244","54","200"
"75","97","103","169","37"
"76","97","57","123","225"
"77","97","123","211","203"
"78","97","62","194","178"
"79","97","137","35","154"
"80","97","101","255","118"
"81","97","95","249","112"
"82","97","115","13","132"
"83","97","101","255","118"
"84","97","95","249","112"
"85","97","115","13","132"
"86","97","101","255","118"
"87","97","95","249","112"
"88","97","115","13","132"
"89","97","101","255","118"
"90","97","95","249","112"
"91","97","115","13","132"
"92","97","101","255","118"
"93","97","95","249","112"
"94","97","115","13","132"
"95","97","101","255","118"
"96","97","95","249","112"
"97","97","115","13","132"
"98","97","101","255","118"
"99","97","95","249","112"
"0","98","115","13","132"
"1","98","101","255","118"
"2","98","95","249","112"
"3","98","115","13","132"
"4","98","101","255","118"
"5","98","95","249","112"
"6","98","115","13","132"
"7","98","101","255","118"
"8","98","95","249","112"
"9","98","115","13","132"
"10","98","101","255","118"
"11","98","95","249","112"
"12","98","115","13","132"
"13","98","101","255","118"
"14","98","95","249","112"
"15","98","115","13","132"
"16","98","101","244","140"
"17","98","95","238","134"
"18","98","115","13","132"
"19","98","112","255","151"
"20","98","95","238","167"
"21","98","93","214","253"
"22","98","35","134","49"
"23","98","252","84","109"
"24","98","71","115","217"
"25","98","35","68","225"
"26","98","95","128","29"
"27","98","214","247","148"
"28","98","90","123","46"
"29","98","95","117","62"
"30","98","126","148","115"
"31","98","90","112","101"
"32","98","106","128","95"
"33","98","126","148","115"
"34","98","112","134","101"
"35","98","106","128","95"
